1	2	3	4	5	6	7	8
NonRel	initiation of , or change in , current tg-lowering therapy within [s1] @NUMBER weeks [e1] of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as niacin > @NUMBER mg / day or dietary supplements or prescription omega-3 fatty acids > @NUMBER g / day	initiation of , or change in , current tg-lowering therapy within @NUMBER weeks of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as niacin > [s2] @NUMBER mg / day [e2] or dietary supplements or prescription omega-3 fatty acids > @NUMBER g / day	upper_bound	lower_bound	1165_1	1165_3	1165.0
NonRel	initiation of , or change in , current tg-lowering therapy within @NUMBER weeks of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as [s1] niacin [e1] > @NUMBER mg / day or dietary supplements or prescription omega-3 fatty acids > @NUMBER g / day	initiation of , or change in , current tg-lowering therapy within @NUMBER weeks of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as niacin > @NUMBER mg / day or [s2] dietary supplements [e2] or prescription omega-3 fatty acids > @NUMBER g / day	clinical_variable	clinical_variable	1165_2	1165_4	1165.0
NonRel	initiation of , or change in , current tg-lowering therapy within @NUMBER weeks of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as niacin > @NUMBER mg / day or [s1] dietary supplements [e1] or prescription omega-3 fatty acids > @NUMBER g / day	initiation of , or change in , current tg-lowering therapy within @NUMBER weeks of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as niacin > @NUMBER mg / day or dietary supplements or [s2] prescription omega-3 fatty acids [e2] > @NUMBER g / day	clinical_variable	clinical_variable	1165_4	1165_5	1165.0
NonRel	initiation of , or change in , current tg-lowering therapy within @NUMBER weeks of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as niacin > [s1] @NUMBER mg / day [e1] or dietary supplements or prescription omega-3 fatty acids > @NUMBER g / day	initiation of , or change in , current tg-lowering therapy within @NUMBER weeks of visit @NUMBER ( if applicable ) . note : tg-lowering therapy is defined as niacin > @NUMBER mg / day or dietary supplements or prescription omega-3 fatty acids > [s2] @NUMBER g / day [e2]	lower_bound	lower_bound	1165_3	1165_6	1165.0
NonRel	symptomatic [s1] carotid disease [e1] with ≥ @NUMBER % carotid artery stenosis	symptomatic carotid disease with ≥ @NUMBER % [s2] carotid artery stenosis [e2]	chronic_disease	chronic_disease	1166_0	1166_2	1166.0
NonRel	symptomatic [s1] lower extremity pad [e1] ( ie , intermittent claudication , rest pain , lower extremity ischemic ulceration , or major amputation with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	symptomatic lower extremity pad ( ie , [s2] intermittent claudication [e2] , rest pain , lower extremity ischemic ulceration , or major amputation with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	chronic_disease	chronic_disease	1167_0	1167_1	1167.0
NonRel	symptomatic lower extremity pad ( ie , [s1] intermittent claudication [e1] , rest pain , lower extremity ischemic ulceration , or major amputation with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	symptomatic lower extremity pad ( ie , intermittent claudication , [s2] rest pain [e2] , lower extremity ischemic ulceration , or major amputation with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	chronic_disease	chronic_disease	1167_1	1167_2	1167.0
NonRel	symptomatic lower extremity pad ( ie , intermittent claudication , [s1] rest pain [e1] , lower extremity ischemic ulceration , or major amputation with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	symptomatic lower extremity pad ( ie , intermittent claudication , rest pain , [s2] lower extremity ischemic ulceration [e2] , or major amputation with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	chronic_disease	chronic_disease	1167_2	1167_3	1167.0
NonRel	symptomatic lower extremity pad ( ie , intermittent claudication , rest pain , [s1] lower extremity ischemic ulceration [e1] , or major amputation with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	symptomatic lower extremity pad ( ie , intermittent claudication , rest pain , lower extremity ischemic ulceration , or [s2] major amputation [e2] with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	chronic_disease	treatment	1167_3	1167_4	1167.0
NonRel	symptomatic lower extremity pad ( ie , intermittent claudication , rest pain , lower extremity ischemic ulceration , or [s1] major amputation [e1] with either ankle-brachial index ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	symptomatic lower extremity pad ( ie , intermittent claudication , rest pain , lower extremity ischemic ulceration , or major amputation with either [s2] ankle-brachial index [e2] ≤ @NUMBER or other diagnostic testing [ eg , toe-brachial index , angiogram , or other imaging study ] )	treatment	clinical_variable	1167_4	1167_5	1167.0
hasTemp	greater than [s1] @NUMBER months [e1] post-spinal cord injury	greater than @NUMBER months [s2] post-spinal cord injury [e2]	lower_bound	chronic_disease	1168_0	1168_1	1168.0
NonRel	ages [s1] @NUMBER [e1] - @NUMBER	ages @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	1169_1	1169_2	1169.0
hasValue	[s1] cr [e1] > @NUMBER	cr > [s2] @NUMBER [e2]	clinical_variable	lower_bound	1170_0	1170_1	1170.0
hasValue	[s1] platelets [e1] ≥ @NUMBER	platelets ≥ [s2] @NUMBER [e2]	clinical_variable	lower_bound	1171_0	1171_1	1171.0
NonRel	radiographic evidence of at least one [s1] bone [e1] , lymph node , or liver metastasis , that is amenable to iodinated contrast injection , as judged by the study radiologist	radiographic evidence of at least one bone , [s2] lymph node [e2] , or liver metastasis , that is amenable to iodinated contrast injection , as judged by the study radiologist	cancer	cancer	1172_1	1172_2	1172.0
NonRel	radiographic evidence of at least one bone , [s1] lymph node [e1] , or liver metastasis , that is amenable to iodinated contrast injection , as judged by the study radiologist	radiographic evidence of at least one bone , lymph node , or [s2] liver metastasis [e2] , that is amenable to iodinated contrast injection , as judged by the study radiologist	cancer	cancer	1172_2	1172_3	1172.0
hasValue	[s1] body mass index [e1] ≥ @NUMBER kg / m2	body mass index ≥ [s2] @NUMBER kg / m2 [e2]	bmi	lower_bound	1173_0	1173_1	1173.0
NonRel	active renal disease ( [s1] stage iv [e1] v or v chronic kidney disease )	active renal disease ( stage iv [s2] v [e2] or v chronic kidney disease )	lower_bound	upper_bound	1174_1	1174_2	1174.0
NonRel	active [s1] renal disease [e1] ( stage iv v or v chronic kidney disease )	active renal disease ( stage iv v or v [s2] chronic kidney disease [e2] )	chronic_disease	chronic_disease	1174_0	1174_3	1174.0
hasValue	[s1] ldl cholesterol [e1] ≥ @NUMBER mg / dl	ldl cholesterol ≥ [s2] @NUMBER mg / dl [e2]	clinical_variable	lower_bound	1175_0	1175_1	1175.0
NonRel	[s1] women [e1] must be post-menopausal for at least @NUMBER year before enrolling in the study , or be one year out from a hysterectomy	women must be post-menopausal for at least @NUMBER year before enrolling in the study , or be one year out from a [s2] hysterectomy [e2]	gender	treatment	1176_0	1176_2	1176.0
hasValue	[s1] asting blood glucose [e1] ≥ @NUMBER as per the @NUMBER american diabetes association guidelines	asting blood glucose ≥ [s2] @NUMBER [e2] as per the @NUMBER american diabetes association guidelines	clinical_variable	lower_bound	1177_0	1177_1	1177.0
hasValue	at least [s1] @NUMBER years [e1] of age or older	at least @NUMBER years of [s2] age [e2] or older	lower_bound	age	1178_0	1178_1	1178.0
NonRel	elevations in liver function tests of [s1] sgot ( ast ) [e1] and / or sgpt ( alt ) > @NUMBER times the upper limit of normal	elevations in liver function tests of sgot ( ast ) and / or [s2] sgpt ( alt ) [e2] > @NUMBER times the upper limit of normal	clinical_variable	clinical_variable	1179_0	1179_1	1179.0
NonRel	se of [s1] nsaids [e1] is ok as long as participant uses them as needed rather than daily , and is able to discontinue these agents two days prior to the lp procedures	se of nsaids is ok as long as participant uses them as needed rather than daily , and is able to discontinue these agents two days prior to the [s2] lp procedures [e2]	treatment	treatment	1180_0	1180_2	1180.0
NonRel	subjects will be asked to limit their alcohol intake to [s1] two [e1] drinks per day or less for men , or one drink per day or less for women , due to alcohol 's effects on lipid biochemistry and the study outcomes	subjects will be asked to limit their alcohol intake to two drinks per day or less for men , or [s2] one [e2] drink per day or less for women , due to alcohol 's effects on lipid biochemistry and the study outcomes	upper_bound	upper_bound	1181_0	1181_2	1181.0
NonRel	subjects will be asked to limit their alcohol intake to two drinks per day or less for [s1] men [e1] , or one drink per day or less for women , due to alcohol 's effects on lipid biochemistry and the study outcomes	subjects will be asked to limit their alcohol intake to two drinks per day or less for men , or one drink per day or less for [s2] women [e2] , due to alcohol 's effects on lipid biochemistry and the study outcomes	gender	gender	1181_1	1181_3	1181.0
hasValue	[s1] total cholesterol [e1] ≥ @NUMBER mg / dl	total cholesterol ≥ [s2] @NUMBER mg / dl [e2]	clinical_variable	lower_bound	1182_0	1182_1	1182.0
hasValue	[s1] triglycerides [e1] > @NUMBER	triglycerides > [s2] @NUMBER [e2]	clinical_variable	lower_bound	1183_0	1183_1	1183.0
NonRel	[s1] uncontrolled severe hypertension [e1] , unstable angina or cardiovascular disease , moderate pulmonary disease ( copd ) , and class iii - iv congestive heart failure ( chf )	uncontrolled severe hypertension , [s2] unstable angina [e2] or cardiovascular disease , moderate pulmonary disease ( copd ) , and class iii - iv congestive heart failure ( chf )	chronic_disease	chronic_disease	1184_0	1184_1	1184.0
NonRel	uncontrolled severe hypertension , [s1] unstable angina [e1] or cardiovascular disease , moderate pulmonary disease ( copd ) , and class iii - iv congestive heart failure ( chf )	uncontrolled severe hypertension , unstable angina or [s2] cardiovascular disease [e2] , moderate pulmonary disease ( copd ) , and class iii - iv congestive heart failure ( chf )	chronic_disease	chronic_disease	1184_1	1184_2	1184.0
NonRel	uncontrolled severe hypertension , unstable angina or [s1] cardiovascular disease [e1] , moderate pulmonary disease ( copd ) , and class iii - iv congestive heart failure ( chf )	uncontrolled severe hypertension , unstable angina or cardiovascular disease , moderate [s2] pulmonary disease ( copd ) [e2] , and class iii - iv congestive heart failure ( chf )	chronic_disease	chronic_disease	1184_2	1184_3	1184.0
NonRel	uncontrolled severe hypertension , unstable angina or cardiovascular disease , moderate pulmonary disease ( copd ) , and class [s1] iii [e1] - iv congestive heart failure ( chf )	uncontrolled severe hypertension , unstable angina or cardiovascular disease , moderate pulmonary disease ( copd ) , and class iii - [s2] iv [e2] congestive heart failure ( chf )	lower_bound	upper_bound	1184_4	1184_5	1184.0
NonRel	uncontrolled severe hypertension , unstable angina or cardiovascular disease , moderate [s1] pulmonary disease ( copd ) [e1] , and class iii - iv congestive heart failure ( chf )	uncontrolled severe hypertension , unstable angina or cardiovascular disease , moderate pulmonary disease ( copd ) , and class iii - iv [s2] congestive heart failure ( chf ) [e2]	chronic_disease	chronic_disease	1184_3	1184_6	1184.0
NonRel	[s1] surgery [e1] ( mastectomy or bct ) planned within @NUMBER days of the mri	surgery ( [s2] mastectomy [e2] or bct ) planned within @NUMBER days of the mri	treatment	treatment	1185_0	1185_1	1185.0
NonRel	surgery ( [s1] mastectomy [e1] or bct ) planned within @NUMBER days of the mri	surgery ( mastectomy or [s2] bct [e2] ) planned within @NUMBER days of the mri	treatment	treatment	1185_1	1185_2	1185.0
NonRel	surgery ( mastectomy or [s1] bct [e1] ) planned within @NUMBER days of the mri	surgery ( mastectomy or bct ) planned within @NUMBER days of the [s2] mri [e2]	treatment	treatment	1185_2	1185_4	1185.0
NonRel	[s1] women [e1] who have a contraindication to the intravenous use of iodinated contrast agent ( i.e. , allergy to iodinated contrast or severely impaired renal function with a creatinine level > @NUMBER or egfr ≥ @NUMBER )	women who have a contraindication to the intravenous use of iodinated contrast agent ( i.e. , allergy to iodinated contrast or severely impaired renal function with a [s2] creatinine level [e2] > @NUMBER or egfr ≥ @NUMBER )	gender	clinical_variable	1186_0	1186_1	1186.0
NonRel	women who have a contraindication to the intravenous use of iodinated contrast agent ( i.e. , allergy to iodinated contrast or severely impaired renal function with a [s1] creatinine level [e1] > @NUMBER or egfr ≥ @NUMBER )	women who have a contraindication to the intravenous use of iodinated contrast agent ( i.e. , allergy to iodinated contrast or severely impaired renal function with a creatinine level > @NUMBER or [s2] egfr [e2] ≥ @NUMBER )	clinical_variable	clinical_variable	1186_1	1186_3	1186.0
NonRel	women who have a contraindication to the intravenous use of iodinated contrast agent ( i.e. , allergy to iodinated contrast or severely impaired renal function with a creatinine level > [s1] @NUMBER [e1] or egfr ≥ @NUMBER )	women who have a contraindication to the intravenous use of iodinated contrast agent ( i.e. , allergy to iodinated contrast or severely impaired renal function with a creatinine level > @NUMBER or egfr ≥ [s2] @NUMBER [e2] )	lower_bound	lower_bound	1186_2	1186_4	1186.0
NonRel	bmi [s1] @NUMBER [e1] - @NUMBER kg / m2	bmi @NUMBER - [s2] @NUMBER kg / m2 [e2]	lower_bound	upper_bound	1187_1	1187_2	1187.0
hasValue	[s1] blood pressure [e1] less than @NUMBER / @NUMBER mm hg	blood pressure less than [s2] @NUMBER / @NUMBER mm hg [e2]	clinical_variable	upper_bound	1188_0	1188_1	1188.0
hasValue	[s1] blood pressure [e1] less than @NUMBER / @NUMBER mm hg	blood pressure less than [s2] @NUMBER / @NUMBER mm hg [e2]	clinical_variable	upper_bound	1189_0	1189_1	1189.0
hasValue	[s1] heart rate [e1] less than @NUMBER beats / min	heart rate less than [s2] @NUMBER beats / min [e2]	clinical_variable	upper_bound	1190_0	1190_1	1190.0
NonRel	[s1] renal disease [e1] ( egfr < @NUMBER ml / min / 1.73m2 )	renal disease ( [s2] egfr [e2] < @NUMBER ml / min / 1.73m2 )	chronic_disease	clinical_variable	1191_0	1191_1	1191.0
hasTemp	initiating or within [s1] @NUMBER days [e1] of initiating adt	initiating or within @NUMBER days of initiating [s2] adt [e2]	upper_bound	treatment	1193_0	1193_1	1193.0
hasTemp	being in the immediate ( within [s1] @NUMBER weeks [e1] ) post myocardial infarction period	being in the immediate ( within @NUMBER weeks ) [s2] post myocardial infarction [e2] period	upper_bound	treatment	1194_0	1194_1	1194.0
NonRel	has been a change in their [s1] pd medication [e1] or psychotherapy treatment regimen in the @NUMBER days preceding screening	has been a change in their pd medication or [s2] psychotherapy treatment [e2] regimen in the @NUMBER days preceding screening	treatment	treatment	1195_0	1195_1	1195.0
hasValue	[s1] aged [e1] @NUMBER or older	aged [s2] @NUMBER [e2] or older	age	lower_bound	1197_0	1197_1	1197.0
hasValue	[s1] forced vital capacity [e1] < @NUMBER % predicted	forced vital capacity < [s2] @NUMBER % [e2] predicted	clinical_variable	upper_bound	1198_0	1198_1	1198.0
NonRel	requirement of > [s1] @NUMBER [e1] diuretic adjustment in the prior three months	requirement of > @NUMBER diuretic adjustment in the [s2] prior three months [e2]	lower_bound	upper_bound	1199_0	1199_2	1199.0
hasTemp	[s1] stable pah-specific medication regimen [e1] for three months prior to enrollment	stable pah-specific medication regimen for [s2] three months prior [e2] to enrollment	treatment	upper_bound	1200_0	1200_1	1200.0
hasValue	[s1] left ventricular ejection fraction ( lvef ) [e1] < @NUMBER %	left ventricular ejection fraction ( lvef ) < [s2] @NUMBER % [e2]	clinical_variable	upper_bound	1201_0	1201_1	1201.0
NonRel	[s1] qt interval corrected by fridericia 's formula ( qtcf ) [e1] > @NUMBER ms in males or > @NUMBER ms in females or history of long qt syndrome	qt interval corrected by fridericia 's formula ( qtcf ) > @NUMBER ms in [s2] males [e2] or > @NUMBER ms in females or history of long qt syndrome	clinical_variable	gender	1202_0	1202_2	1202.0
NonRel	qt interval corrected by fridericia 's formula ( qtcf ) > [s1] @NUMBER ms [e1] in males or > @NUMBER ms in females or history of long qt syndrome	qt interval corrected by fridericia 's formula ( qtcf ) > @NUMBER ms in males or > [s2] @NUMBER ms [e2] in females or history of long qt syndrome	lower_bound	lower_bound	1202_1	1202_3	1202.0
NonRel	qt interval corrected by fridericia 's formula ( qtcf ) > @NUMBER ms in [s1] males [e1] or > @NUMBER ms in females or history of long qt syndrome	qt interval corrected by fridericia 's formula ( qtcf ) > @NUMBER ms in males or > @NUMBER ms in [s2] females [e2] or history of long qt syndrome	gender	gender	1202_2	1202_4	1202.0
NonRel	qt interval corrected by fridericia 's formula ( qtcf ) > @NUMBER ms in males or > @NUMBER ms in [s1] females [e1] or history of long qt syndrome	qt interval corrected by fridericia 's formula ( qtcf ) > @NUMBER ms in males or > @NUMBER ms in females or history of [s2] long qt syndrome [e2]	gender	chronic_disease	1202_4	1202_5	1202.0
NonRel	received [s1] anticancer therapy [e1] , including investigational therapy , within @NUMBER weeks or @NUMBER days for therapies with half-life longer than @NUMBER days prior to the administration of study drug	received anticancer therapy , including [s2] investigational therapy [e2] , within @NUMBER weeks or @NUMBER days for therapies with half-life longer than @NUMBER days prior to the administration of study drug	treatment	treatment	1203_0	1203_1	1203.0
NonRel	received anticancer therapy , including investigational therapy , within [s1] @NUMBER weeks [e1] or @NUMBER days for therapies with half-life longer than @NUMBER days prior to the administration of study drug	received anticancer therapy , including investigational therapy , within @NUMBER weeks or [s2] @NUMBER days [e2] for therapies with half-life longer than @NUMBER days prior to the administration of study drug	upper_bound	upper_bound	1203_2	1203_3	1203.0
NonRel	received anticancer therapy , including investigational therapy , within @NUMBER weeks or [s1] @NUMBER days [e1] for therapies with half-life longer than @NUMBER days prior to the administration of study drug	received anticancer therapy , including investigational therapy , within @NUMBER weeks or @NUMBER days for therapies with half-life longer than [s2] @NUMBER days [e2] prior to the administration of study drug	upper_bound	lower_bound	1203_3	1203_4	1203.0
NonRel	[s1] immunosuppressive therapy [e1] or cytotoxic chemotherapy within @NUMBER days prior to enrolment	immunosuppressive therapy or [s2] cytotoxic chemotherapy [e2] within @NUMBER days prior to enrolment	treatment	treatment	1205_0	1205_1	1205.0
NonRel	[s1] kindler syndrome [e1] aged ≥ @NUMBER days	kindler syndrome [s2] aged [e2] ≥ @NUMBER days	chronic_disease	age	1206_0	1206_1	1206.0
NonRel	patients with an eb target wound ( i.e. , eb partial thickness wound of [s1] @NUMBER cm² [e1] to @NUMBER cm² in size aged ≥ @NUMBER days and < @NUMBER months )	patients with an eb target wound ( i.e. , eb partial thickness wound of @NUMBER cm² to [s2] @NUMBER cm² [e2] in size aged ≥ @NUMBER days and < @NUMBER months )	lower_bound	upper_bound	1207_1	1207_2	1207.0
NonRel	patients with an eb target wound ( i.e. , [s1] eb partial thickness wound [e1] of @NUMBER cm² to @NUMBER cm² in size aged ≥ @NUMBER days and < @NUMBER months )	patients with an eb target wound ( i.e. , eb partial thickness wound of @NUMBER cm² to @NUMBER cm² in size [s2] aged [e2] ≥ @NUMBER days and < @NUMBER months )	clinical_variable	age	1207_0	1207_3	1207.0
NonRel	patients with an eb target wound ( i.e. , eb partial thickness wound of @NUMBER cm² to [s1] @NUMBER cm² [e1] in size aged ≥ @NUMBER days and < @NUMBER months )	patients with an eb target wound ( i.e. , eb partial thickness wound of @NUMBER cm² to @NUMBER cm² in size aged ≥ [s2] @NUMBER days [e2] and < @NUMBER months )	upper_bound	lower_bound	1207_2	1207_4	1207.0
NonRel	patients with an eb target wound ( i.e. , eb partial thickness wound of @NUMBER cm² to @NUMBER cm² in size aged ≥ [s1] @NUMBER days [e1] and < @NUMBER months )	patients with an eb target wound ( i.e. , eb partial thickness wound of @NUMBER cm² to @NUMBER cm² in size aged ≥ @NUMBER days and < [s2] @NUMBER months [e2] )	lower_bound	upper_bound	1207_4	1207_5	1207.0
hasTemp	use of [s1] systemic antibiotics [e1] for wound-related infections within @NUMBER days prior to enrolment	use of systemic antibiotics for wound-related infections within [s2] @NUMBER days prior [e2] to enrolment	treatment	upper_bound	1208_0	1208_1	1208.0
NonRel	mri contraindications per acr guidelines , including patients with pacemakers , [s1] renal failure [e1] with egfr < @NUMBER ml / min / 1.73m2 , and contrast allergy	mri contraindications per acr guidelines , including patients with pacemakers , renal failure with [s2] egfr [e2] < @NUMBER ml / min / 1.73m2 , and contrast allergy	chronic_disease	clinical_variable	1209_0	1209_1	1209.0
NonRel	other known sources of [s1] cardioembolism [e1] , including atrial fibrillation , mechanical heart valve , left atrial or ventricular thrombus or intracardiac mass , endocarditis , ef < @NUMBER %	other known sources of cardioembolism , including [s2] atrial fibrillation [e2] , mechanical heart valve , left atrial or ventricular thrombus or intracardiac mass , endocarditis , ef < @NUMBER %	chronic_disease	chronic_disease	1210_0	1210_1	1210.0
NonRel	other known sources of cardioembolism , including [s1] atrial fibrillation [e1] , mechanical heart valve , left atrial or ventricular thrombus or intracardiac mass , endocarditis , ef < @NUMBER %	other known sources of cardioembolism , including atrial fibrillation , mechanical heart valve , left atrial or [s2] ventricular thrombus [e2] or intracardiac mass , endocarditis , ef < @NUMBER %	chronic_disease	chronic_disease	1210_1	1210_2	1210.0
NonRel	other known sources of cardioembolism , including atrial fibrillation , mechanical heart valve , left atrial or [s1] ventricular thrombus [e1] or intracardiac mass , endocarditis , ef < @NUMBER %	other known sources of cardioembolism , including atrial fibrillation , mechanical heart valve , left atrial or ventricular thrombus or [s2] intracardiac mass [e2] , endocarditis , ef < @NUMBER %	chronic_disease	cancer	1210_2	1210_3	1210.0
NonRel	other known sources of cardioembolism , including atrial fibrillation , mechanical heart valve , left atrial or ventricular thrombus or [s1] intracardiac mass [e1] , endocarditis , ef < @NUMBER %	other known sources of cardioembolism , including atrial fibrillation , mechanical heart valve , left atrial or ventricular thrombus or intracardiac mass , [s2] endocarditis [e2] , ef < @NUMBER %	cancer	chronic_disease	1210_3	1210_4	1210.0
NonRel	other known sources of cardioembolism , including atrial fibrillation , mechanical heart valve , left atrial or ventricular thrombus or intracardiac mass , [s1] endocarditis [e1] , ef < @NUMBER %	other known sources of cardioembolism , including atrial fibrillation , mechanical heart valve , left atrial or ventricular thrombus or intracardiac mass , endocarditis , [s2] ef [e2] < @NUMBER %	chronic_disease	clinical_variable	1210_4	1210_5	1210.0
NonRel	[s1] aspartate aminotransferase ( ast ) [e1] and / or alanine aminotransferase ( alt ) ≤ @NUMBER x upper limit of normal ( uln )	aspartate aminotransferase ( ast ) and / or [s2] alanine aminotransferase ( alt ) [e2] ≤ @NUMBER x upper limit of normal ( uln )	clinical_variable	clinical_variable	1212_0	1212_1	1212.0
NonRel	diagnosis of [s1] acute myeloid leukemia ( aml ) [e1] ( other than acute promyelocytic leukemia [ apl ] ) with refractory / relapsed disease ; patients with relapsed / refractory high-risk ( [ intermediate-2 or higher by international prognostic scoring system [ ipss ] and / or ≥ @NUMBER % blasts ] )	diagnosis of acute myeloid leukemia ( aml ) ( other than [s2] acute promyelocytic leukemia [ apl ] [e2] ) with refractory / relapsed disease ; patients with relapsed / refractory high-risk ( [ intermediate-2 or higher by international prognostic scoring system [ ipss ] and / or ≥ @NUMBER % blasts ] )	cancer	cancer	1213_0	1213_1	1213.0
NonRel	diagnosis of acute myeloid leukemia ( aml ) ( other than [s1] acute promyelocytic leukemia [ apl ] [e1] ) with refractory / relapsed disease ; patients with relapsed / refractory high-risk ( [ intermediate-2 or higher by international prognostic scoring system [ ipss ] and / or ≥ @NUMBER % blasts ] )	diagnosis of acute myeloid leukemia ( aml ) ( other than acute promyelocytic leukemia [ apl ] ) with refractory / relapsed disease ; patients with relapsed / refractory high-risk ( [ intermediate-2 or higher by [s2] international prognostic scoring system [ ipss ] [e2] and / or ≥ @NUMBER % blasts ] )	cancer	clinical_variable	1213_1	1213_3	1213.0
NonRel	diagnosis of acute myeloid leukemia ( aml ) ( other than acute promyelocytic leukemia [ apl ] ) with refractory / relapsed disease ; patients with relapsed / refractory high-risk ( [ [s1] intermediate-2 [e1] or higher by international prognostic scoring system [ ipss ] and / or ≥ @NUMBER % blasts ] )	diagnosis of acute myeloid leukemia ( aml ) ( other than acute promyelocytic leukemia [ apl ] ) with refractory / relapsed disease ; patients with relapsed / refractory high-risk ( [ intermediate-2 or higher by international prognostic scoring system [ ipss ] and / or ≥ [s2] @NUMBER % blasts [e2] ] )	lower_bound	lower_bound	1213_2	1213_4	1213.0
hasValue	[s1] eastern cooperative oncology group ( ecog ) performance status [e1] of ≤ @NUMBER at study entry	eastern cooperative oncology group ( ecog ) performance status of ≤ [s2] @NUMBER [e2] at study entry	clinical_variable	upper_bound	1214_0	1214_1	1214.0
NonRel	[s1] fev1 [e1] testing is required for patients suspected of having copd and subjects must be excluded if fev1 < @NUMBER % of predicted normal	fev1 testing is required for patients suspected of having [s2] copd [e2] and subjects must be excluded if fev1 < @NUMBER % of predicted normal	clinical_variable	chronic_disease	1215_0	1215_1	1215.0
hasValue	total [s1] bilirubin [e1] ≤ @NUMBER mg / dl	total bilirubin ≤ [s2] @NUMBER mg / dl [e2]	clinical_variable	upper_bound	1216_0	1216_1	1216.0
NonRel	has a history of another [s1] malignancy [e1] within @NUMBER years before cycle @NUMBER , day @NUMBER ( exceptions are squamous and basal cell carcinomas of the skin and carcinoma in situ of the cervix , or malignancy that in the opinion of the investigator , with concurrence with the ind office and supporter 's medical monitor , is considered cured with minimal risk of recurrence )	has a history of another malignancy within @NUMBER years before cycle @NUMBER , day @NUMBER ( exceptions are [s2] squamous and basal cell carcinomas of the skin [e2] and carcinoma in situ of the cervix , or malignancy that in the opinion of the investigator , with concurrence with the ind office and supporter 's medical monitor , is considered cured with minimal risk of recurrence )	cancer	cancer	1217_0	1217_2	1217.0
NonRel	has a history of another malignancy within @NUMBER years before cycle @NUMBER , day @NUMBER ( exceptions are [s1] squamous and basal cell carcinomas of the skin [e1] and carcinoma in situ of the cervix , or malignancy that in the opinion of the investigator , with concurrence with the ind office and supporter 's medical monitor , is considered cured with minimal risk of recurrence )	has a history of another malignancy within @NUMBER years before cycle @NUMBER , day @NUMBER ( exceptions are squamous and basal cell carcinomas of the skin and [s2] carcinoma in situ of the cervix [e2] , or malignancy that in the opinion of the investigator , with concurrence with the ind office and supporter 's medical monitor , is considered cured with minimal risk of recurrence )	cancer	cancer	1217_2	1217_3	1217.0
NonRel	has clinically significant [s1] cardiac disease [e1] , including : myocardial infarction within @NUMBER year before cycle @NUMBER , day @NUMBER , or unstable or uncontrolled disease / condition related to or affecting cardiac function ( eg , unstable angina , congestive heart failure , new york heart association class iii-iv )	has clinically significant cardiac disease , including : [s2] myocardial infarction [e2] within @NUMBER year before cycle @NUMBER , day @NUMBER , or unstable or uncontrolled disease / condition related to or affecting cardiac function ( eg , unstable angina , congestive heart failure , new york heart association class iii-iv )	chronic_disease	chronic_disease	1218_0	1218_1	1218.0
NonRel	has clinically significant cardiac disease , including : [s1] myocardial infarction [e1] within @NUMBER year before cycle @NUMBER , day @NUMBER , or unstable or uncontrolled disease / condition related to or affecting cardiac function ( eg , unstable angina , congestive heart failure , new york heart association class iii-iv )	has clinically significant cardiac disease , including : myocardial infarction within @NUMBER year before cycle @NUMBER , day @NUMBER , or unstable or [s2] uncontrolled disease / condition [e2] related to or affecting cardiac function ( eg , unstable angina , congestive heart failure , new york heart association class iii-iv )	chronic_disease	chronic_disease	1218_1	1218_3	1218.0
NonRel	has clinically significant cardiac disease , including : myocardial infarction within @NUMBER year before cycle @NUMBER , day @NUMBER , or unstable or [s1] uncontrolled disease / condition [e1] related to or affecting cardiac function ( eg , unstable angina , congestive heart failure , new york heart association class iii-iv )	has clinically significant cardiac disease , including : myocardial infarction within @NUMBER year before cycle @NUMBER , day @NUMBER , or unstable or uncontrolled disease / condition related to or affecting cardiac function ( eg , [s2] unstable angina [e2] , congestive heart failure , new york heart association class iii-iv )	chronic_disease	chronic_disease	1218_3	1218_4	1218.0
